Film_title;Release_year;Director;Genres;Original_language;Average_rating;Runtime
Bodies, Rest & Motion;nan;Michael Steinberg;['Romance', 'Drama'];English;3.11;95
Snow Queen;nan;David Wu;['Fantasy', 'Science Fiction', 'TV Movie', 'Adventure', 'Family'];English;3.27;180
A Simple Plan;nan;Sam Raimi;['Crime', 'Drama', 'Thriller'];English;3.86;121
Creepshow 2;nan;Michael Gornick;['Comedy', 'Horror'];English;3.03;89
Medieval Times: The Making of Army of Darkness;nan;nan;['Documentary'];English;3.6;96
Babylon 5: The Gathering;nan;Richard Compton;['Adventure', 'Science Fiction', 'Action'];English;3.28;95
Stomping Ground;nan;Dan Riesser;['Comedy', 'Horror'];English;nan;80
American Fable;nan;Anne Hamilton;['Thriller', 'Drama'];English;2.9;96
The Making of 'Evil Dead II' or The Gore the Merrier;nan;Robert A. Ferretti;['Documentary'];English;3.63;32
Miracle Mile;nan;Steve De Jarnatt;['Thriller', 'Comedy', 'Drama', 'Science Fiction', 'Romance', 'Action'];English;3.81;88
Dirty Pretty Things;nan;Stephen Frears;['Crime', 'Thriller', 'Drama'];English;3.57;97
Tamara Drewe;nan;Stephen Frears;['Comedy', 'Romance'];English;2.96;111
Hero;nan;Stephen Frears;['Drama', 'Comedy'];English;3.17;117
The Snapper;nan;Stephen Frears;['Drama', 'Comedy'];English;3.58;91
Gumshoe;nan;Stephen Frears;['Drama', 'Comedy', 'Crime'];English;3.27;88
Mary Reilly;nan;Stephen Frears;['Horror', 'Drama', 'Thriller'];English;2.77;104
The Program;nan;Stephen Frears;['Drama'];English;3.05;103
The Hit;nan;Stephen Frears;['Drama', 'Crime', 'Action', 'Thriller'];English;3.67;98
Amistad;nan;Steven Spielberg;['History', 'Drama', 'Mystery'];English;3.46;155
Mary Magdalene;nan;Garth Davis;['Drama', 'History'];English;3.0;120
Redbelt;nan;David Mamet;['Drama'];English;3.43;99
Red Dust;nan;Tom Hooper;['Drama'];English;3.31;110
The Spanish Apartment;nan;Cédric Klapisch;['Drama', 'Romance', 'Comedy'];French;3.65;122
Priceless;nan;Pierre Salvadori;['Drama', 'Comedy', 'Romance'];French;3.37;104
The Odyssey;nan;Jérôme Salle;['Drama', 'Adventure'];French;3.32;122
Chinese Puzzle;nan;Cédric Klapisch;['Drama', 'Comedy', 'Romance'];French;3.45;117
Microbe and Gasoline;nan;Michel Gondry;['Comedy'];French;3.55;103
Final Cut: Ladies and Gentlemen;nan;György Pálfi;['Drama', 'Romance'];Hungarian;3.87;84
Phantom Boy;nan;Jean-Loup Felicioli, Alain Gagnol;['Animation', 'Fantasy', 'Mystery'];French;3.43;82
Beautiful Lies;nan;Pierre Salvadori;['Romance', 'Comedy'];French;3.1;105
Happy End;nan;Amos Kollek;['Comedy', 'Drama'];English;3.09;98
Evil Brain from Outer Space;nan;Teruo Ishii, Nagayoshi Akasaka;['Action', 'Science Fiction'];English;2.87;78
Attack from Space;nan;Teruo Ishii, Akira Miwa;['Science Fiction', 'TV Movie', 'Action'];English;2.74;76
Invaders from Space;nan;Teruo Ishii, Nagayoshi Akasaka;['Action', 'Science Fiction'];Japanese;3.07;78
Atomic Rulers;nan;Teruo Ishii, Akira Miwa;['Action', 'Science Fiction', 'TV Movie'];English;2.98;74
Tokyo Gore Police;nan;Yoshihiro Nishimura;['Science Fiction', 'Action', 'Horror'];Japanese;3.35;110
The Life and Death of Colonel Blimp;nan;Michael Powell, Emeric Pressburger;['War', 'Drama', 'Romance', 'Comedy'];English;4.23;163
Who's Afraid of Virginia Woolf?;nan;Mike Nichols;['Drama'];English;4.26;131
Yi Yi;nan;Edward Yang;['Drama'];Chinese;4.54;174
The Tale of Zatoichi;nan;Kenji Misumi;['Drama', 'Adventure', 'Action'];Japanese;3.86;96
Once Upon a Time in Anatolia;nan;Nuri Bilge Ceylan;['Crime', 'Drama'];Turkish;4.16;163
L'Avventura;nan;Michelangelo Antonioni;['Drama', 'Mystery'];Italian;4.08;144
Oedipus Rex;nan;Pier Paolo Pasolini;['Drama'];Italian;3.75;104
Museum Hours;nan;Jem Cohen;['Drama'];English;3.77;107
This Sporting Life;nan;Lindsay Anderson;['Drama'];English;3.78;134
Valerie and Her Week of Wonders;nan;Jaromil Jireš;['Drama', 'Horror', 'Fantasy', 'Adventure'];Czech;3.5;73
Ordet;nan;Carl Theodor Dreyer;['Drama'];Danish;4.35;125
Au Hasard Balthazar;nan;Robert Bresson;['Drama'];French;4.08;96
Close-Up;nan;Abbas Kiarostami;['Drama', 'Crime'];Persian (Farsi);4.42;98
Ikiru;nan;Akira Kurosawa;['Drama'];Japanese;4.52;143
All About Eve;nan;Joseph L. Mankiewicz;['Drama'];English;4.35;139
Orpheus;nan;Jean Cocteau;['Fantasy', 'Romance'];French;4.08;95
Pusher;nan;Nicolas Winding Refn;['Action', 'Crime', 'Drama'];Danish;3.72;110
Head;nan;Bob Rafelson;['Music', 'Comedy'];English;3.59;86
Night on Earth;nan;Jim Jarmusch;['Drama', 'Comedy'];English;3.99;128
The King of Marvin Gardens;nan;Bob Rafelson;['Drama'];English;3.48;103
Bastards;nan;Claire Denis;['Drama', 'Crime', 'Thriller'];French;3.52;100
Red Obsession;nan;Warwick Ross, David Roach;['Documentary', 'History'];English;3.29;75
Electric Dragon 80.000 V;nan;Gakuryu Ishii;['Action', 'Music', 'Science Fiction', 'Fantasy'];Japanese;3.81;55
The Autopsy of Jane Doe;nan;André Øvredal;['Horror', 'Mystery'];English;3.2;86
The Broken;nan;Sean Ellis;['Drama', 'Thriller', 'Horror'];English;2.77;93
Don't Tell Mom the Babysitter's Dead;nan;Stephen Herek;['Comedy', 'Family'];English;3.17;105
Swimming Pool;nan;François Ozon;['Crime', 'Thriller'];English;3.46;102
Pig Hunt;nan;James Isaac;['Thriller', 'Action', 'Horror'];English;2.81;100
Attack of the Lederhosen Zombies;nan;Dominik Hartl;['Horror', 'Comedy'];German;2.51;77
Cyborg;nan;Albert Pyun;['Thriller', 'Adventure', 'Science Fiction', 'Action'];English;2.58;86
11:14;nan;Greg Marcks;['Comedy', 'Crime', 'Thriller'];English;3.42;86
Seedpeople;nan;Peter Manoogian;['Science Fiction', 'Horror'];English;2.44;87
Bitch Slap;nan;Rick Jacobson;['Action', 'Drama', 'Comedy', 'Thriller', 'Crime'];English;2.29;109
Doomsday;nan;Neil Marshall;['Action', 'Thriller', 'Science Fiction'];English;2.81;108
Rumble in the Bronx;nan;Stanley Tong Gwai-Lai;['Thriller', 'Comedy', 'Action', 'Crime'];Cantonese;3.48;106
Adventures of Captain Marvel;nan;John English, William Witney;['Action', 'Family', 'Science Fiction', 'Fantasy'];English;3.26;216
The Adventures of Sherlock Holmes;nan;Alfred L. Werker;['Crime', 'Mystery', 'Thriller'];English;3.49;85
Adventures of Captain Fabian;nan;William Marshall;['Drama', 'Adventure', 'Romance'];English;nan;100
The Adventure of Sherlock Holmes' Smarter Brother;nan;Gene Wilder;['Comedy', 'Mystery', 'Crime'];English;3.04;91
Abby;nan;William Girdler;['Horror'];English;3.09;89
Abbott and Costello Meet the Mummy;nan;Charles Lamont;['Adventure', 'Horror', 'Comedy', 'Fantasy'];English;2.99;79
The Abominable Snowman;nan;Val Guest;['Adventure', 'Horror'];English;3.2;85
Abbott and Costello Go to Mars;nan;Charles Lamont;['Comedy', 'Science Fiction'];English;2.92;77
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde;nan;Charles Lamont;['Comedy', 'Mystery', 'Science Fiction', 'Horror'];English;3.1;77
Bud Abbott and Lou Costello Meet the Invisible Man;nan;Charles Lamont;['Science Fiction', 'Crime', 'Comedy', 'Horror'];English;3.19;83
Bud Abbott and Lou Costello Meet the Killer, Boris Karloff;nan;Charles Barton;['Horror', 'Comedy', 'Mystery'];English;3.22;84
Institute Benjamenta, or This Dream People Call Human Life;nan;Stephen Quay, Timothy Quay;['Drama'];English;3.77;104
Tess;nan;Roman Polanski;['Romance', 'Drama'];English;3.82;172
The Tin Drum;nan;Volker Schlöndorff;['History', 'Drama', 'War'];German;3.72;162
Little Otik;nan;Jan Švankmajer;['Animation', 'Horror', 'Fantasy', 'Comedy'];Czech;3.76;132
The Devil;nan;Andrzej Żuławski;['Drama', 'History', 'Horror'];Polish;3.86;125
Live Flesh;nan;Pedro Almodóvar;['Drama', 'Thriller', 'Romance'];Spanish;3.69;103
The Magnificent Ambersons;nan;Orson Welles;['Drama', 'Romance'];English;3.89;88
Magnet of Doom;nan;Jean-Pierre Melville;['Crime', 'Drama', 'Adventure'];French;3.3;102
Seconds;nan;John Frankenheimer;['Horror', 'Science Fiction', 'Thriller'];English;4.14;107
World on a Wire;nan;Rainer Werner Fassbinder;['Mystery', 'Drama', 'Science Fiction'];German;4.1;204
War and Peace, Part I: Andrei Bolkonsky;nan;Sergey Bondarchuk;['War', 'Drama', 'History'];Russian;4.18;147
Igby Goes Down;nan;Burr Steers;['Drama', 'Comedy'];English;3.4;97
Train to Busan;nan;Yeon Sang-ho;['Thriller', 'Adventure', 'Horror', 'Action'];Korean;3.97;118
Miss Meadows;nan;Karen Leigh Hopkins;['Drama'];English;2.68;88
Murder-Set-Pieces;nan;Nick Palumbo;['Crime', 'Thriller', 'Horror'];English;2.03;105
Aliens vs Avatars;nan;Lewis Schoenbrun;['Thriller', 'Horror', 'Science Fiction'];English;2.53;80
Benny & Joon;nan;Jeremiah S. Chechik;['Comedy', 'Drama'];English;3.45;98
Xtro;nan;Harry Bromley Davenport;['Science Fiction', 'Horror'];English;3.14;86
Don Juan DeMarco;nan;Jeremy Leven;['Drama', 'Romance', 'Comedy'];English;3.04;97
Life After Beth;nan;Jeff Baena;['Romance', 'Horror', 'Comedy'];English;2.8;90
[REC]³ Genesis;nan;Paco Plaza;['Horror'];Spanish;2.4;80
Deathgasm;nan;Jason Lei Howden;['Comedy', 'Horror', 'Music'];English;3.23;86
Zombie Ass: Toilet of the Dead;nan;Noboru Iguchi;['Comedy', 'Horror'];Japanese;2.56;85
Rock Star;nan;Stephen Herek;['Drama', 'Music', 'Comedy'];English;2.94;105
[REC]⁴ Apocalypse;nan;Jaume Balagueró;['Thriller', 'Horror'];Spanish;2.27;95
The Amazing Captain Nemo;nan;Alex March;['Science Fiction', 'TV Movie', 'Adventure', 'Fantasy'];English;nan;98
All Through the Night;nan;Vincent Sherman;['Comedy', 'Thriller', 'Action'];English;3.47;107
Alias Nick Beal;nan;John Farrow;['Fantasy', 'Crime', 'Drama'];English;3.54;93
Alias John Preston;nan;David MacDonald;['Horror', 'Mystery'];English;nan;71
All That Money Can Buy;nan;William Dieterle;['Fantasy', 'Drama'];English;3.74;107
Agent for H.A.R.M.;nan;Gerd Oswald;['Adventure', 'Science Fiction', 'Thriller'];English;2.59;84
African Treasure;nan;Ford Beebe;['Adventure'];English;nan;70
Africa Screams;nan;Charles Barton;['Adventure', 'Comedy'];English;2.89;79
Alice, Sweet Alice;nan;Alfred Sole;['Horror', 'Thriller', 'Mystery', 'Drama', 'Crime'];English;3.38;108
The Amazing Colossal Man;nan;Bert I. Gordon;['Adventure', 'Thriller', 'Science Fiction'];English;2.6;80
And Now the Screaming Starts!;nan;Roy Ward Baker;['Horror'];English;3.01;91
Blood for Dracula;nan;Paul Morrissey;['Horror', 'Comedy'];English;3.22;103
The Amazing Transparent Man;nan;Edgar G. Ulmer;['Science Fiction', 'Crime', 'Thriller'];English;2.33;57
Amityville II: The Possession;nan;Damiano Damiani;['Thriller', 'Horror'];English;2.98;104
And Soon the Darkness;nan;Robert Fuest;['Thriller', 'Mystery', 'Horror'];English;3.37;99
Flesh for Frankenstein;nan;Paul Morrissey;['Horror'];English;3.25;95
The Ambushers;nan;Henry Levin;['Action', 'Comedy'];English;2.95;102
Among the Living;nan;Stuart Heisler;['Thriller', 'Crime'];English;3.26;69
And Then There Were None;nan;René Clair;['Drama', 'Crime', 'Mystery'];English;3.55;98
Angel, Angel, Down We Go;nan;Robert Thom;['Drama', 'Crime'];English;3.0;93
Amphibian Man;nan;Gennadi Kazansky, Vladimir Chebotaryov;['Science Fiction', 'Adventure', 'Romance'];Russian;3.51;96
The Andromeda Strain;nan;Robert Wise;['Science Fiction', 'Thriller'];English;3.62;131
An Angel for Satan;nan;Camillo Mastrocinque;['Horror'];Italian;3.26;90
Angel Unchained;nan;Lee Madden;['Thriller', 'Action', 'Drama'];English;3.15;86
Americathon;nan;Neal Israel;['Comedy'];English;2.94;86
Szamanka;nan;Andrzej Żuławski;['Horror', 'Drama'];Polish;3.55;110
This Is Not a Film;nan;Mojtaba Mirtahmasb, Jafar Panahi;['Documentary'];Persian (Farsi);3.83;75
The Turin Horse;nan;Béla Tarr;['Drama'];Hungarian;4.21;155
The Public Woman;nan;Andrzej Żuławski;['Drama'];French;3.66;113
Female Prisoner Scorpion: #701;nan;Shunya Ito;['Thriller', 'Crime', 'Action'];Japanese;3.88;87
Mad Love;nan;Andrzej Żuławski;['Romance', 'Crime', 'Comedy', 'Drama'];French;3.58;101
Pastoral: To Die in the Country;nan;Shūji Terayama;['Drama', 'Fantasy'];Japanese;4.2;101
The Cremator;nan;Juraj Herz;['Horror', 'Drama', 'Comedy'];Czech;4.27;101
sex, lies, and videotape;nan;Steven Soderbergh;['Drama'];English;3.88;101
The Diving Bell and the Butterfly;nan;Julian Schnabel;['Drama', 'History'];French;4.12;112
Forbidden Games;nan;René Clément;['Drama', 'War'];French;4.07;87
The Third Part of the Night;nan;Andrzej Żuławski;['Drama', 'Horror', 'War'];Polish;3.85;102
The Spirit of the Beehive;nan;Víctor Erice;['Drama', 'Fantasy'];Spanish;4.17;97
Satantango;nan;Béla Tarr;['Drama'];Hungarian;4.37;432
The Enigma of Kaspar Hauser;nan;Werner Herzog;['History', 'Drama'];German;3.93;109
Mama;nan;Andy Muschietti;['Horror'];English;2.73;100
The Devil's Backbone;nan;Guillermo del Toro;['Horror', 'Thriller', 'Drama', 'Fantasy'];Spanish;3.83;108
Body Melt;nan;Philip Brophy;['Science Fiction', 'Comedy', 'Horror'];English;2.97;81
Mrs. Ashboro's Cat;nan;Don McBrearty;['Drama', 'TV Movie', 'Thriller', 'Family'];English;2.87;90
Zoombies;nan;Glenn Miller;['Science Fiction', 'Action', 'Horror'];English;1.83;90
Knights of Badassdom;nan;Joe Lynch;['Comedy', 'Fantasy', 'Horror', 'Adventure'];English;2.64;86
I Survived a Zombie Holocaust;nan;Guy Pigden;['Comedy', 'Horror'];English;2.98;104
Damnation Alley;nan;Jack Smight;['Adventure', 'Science Fiction', 'Action'];English;2.7;91
How to Lose a Guy in 10 Days;nan;Donald Petrie;['Comedy', 'Romance'];English;3.71;116
Demolition Man;nan;Marco Brambilla;['Action', 'Science Fiction', 'Crime'];English;3.34;115
Angels Die Hard;nan;Richard Compton;['Action', 'Drama'];English;nan;86
Angels from Hell;nan;Bruce Kessler;['Action'];English;nan;86
The Animal World;nan;Irwin Allen;['Documentary'];English;nan;82
The Ape;nan;William Nigh;['Horror', 'Science Fiction'];English;2.41;62
Arnold;nan;Georg Fenady;['Mystery', 'Comedy', 'Horror', 'Thriller'];English;3.24;94
The Anniversary;nan;Roy Ward Baker;['Comedy'];English;3.35;95
The Ape Man;nan;William Beaudine;['Science Fiction', 'Horror'];English;2.4;64
Around the World in Eighty Days;nan;Michael Anderson;['Fantasy', 'Adventure', 'Romance', 'Family', 'Comedy'];English;3.12;182
Around the World Under the Sea;nan;Andrew Marton;['Science Fiction', 'Adventure'];English;3.05;110
The Ape Woman;nan;Marco Ferreri;['Drama', 'Comedy'];Italian;3.7;92
Apache Woman;nan;Giorgio Mariuzzo;['Western'];Italian;nan;85
Angel's Wild Women;nan;Al Adamson;['Action', 'Horror'];English;2.93;85
The Angry Breed;nan;David Commons;['Drama'];English;nan;94
The Cannibal Man;nan;Eloy de la Iglesia;['Horror', 'Drama', 'Thriller'];Spanish;3.36;98
Arabian Adventure;nan;Kevin Connor;['Fantasy', 'Family', 'Science Fiction'];English;3.06;98
The Angry Red Planet;nan;Ib Melchior;['Science Fiction', 'Adventure', 'Horror'];English;2.72;83
A*P*E;nan;Paul Leder;['Horror', 'Science Fiction', 'Adventure'];English;1.97;87
The Arena;nan;Steve Carver;['Adventure', 'Action'];English;2.72;82
The Asphyx;nan;Peter Newbrook;['Horror', 'Science Fiction', 'Fantasy'];English;3.11;99
The Astro-Zombies;nan;Ted V. Mikels;['Crime', 'Horror', 'Science Fiction'];English;2.03;91
The Astounding She-Monster;nan;Ronald V. Ashcroft;['Horror', 'Science Fiction'];English;2.64;62
Assignment Terror;nan;Tulio Demicheli;['Horror', 'Science Fiction'];Spanish;2.61;87
My Best Fiend;nan;Werner Herzog;['Documentary'];German;3.92;95
Die Nibelungen: Siegfried;nan;Fritz Lang;['Fantasy', 'Drama', 'Adventure'];No spoken language;4.16;148
War and Peace, Part IV: Pierre Bezukhov;nan;Sergey Bondarchuk;['War', 'Drama', 'History'];Russian;4.21;97
The Vampires or, The Arch Criminals of Paris;nan;Louis Feuillade;['Drama', 'Thriller'];No spoken language;3.87;422
Shadows of Forgotten Ancestors;nan;Sergei Parajanov;['Drama', 'Romance'];Ukrainian;4.04;96
Blackfish;nan;Gabriela Cowperthwaite;['Documentary'];English;3.99;83
The Public Enemy;nan;William A. Wellman;['Drama', 'Crime'];English;3.72;84
City Lights;nan;Charlie Chaplin;['Drama', 'Comedy', 'Romance'];No spoken language;4.34;87
Yeelen;nan;Souleymane Cissé;['Drama'];Bambara;3.66;105
The Legend of Suram Fortress;nan;Sergei Parajanov;['Drama', 'Fantasy'];Georgian;3.85;83
Ashik Kerib;nan;Sergei Parajanov, Dodo Abashidze;['Drama', 'History', 'Fantasy'];Georgian;3.81;76
Two Men in Manhattan;nan;Jean-Pierre Melville;['Crime', 'Thriller', 'Drama'];French;3.39;84
When You Read This Letter;nan;Jean-Pierre Melville;['Drama'];French;3.23;107
Pandora's Box;nan;G.W. Pabst;['Romance', 'Drama', 'Crime'];No spoken language;3.87;133
Dr. Mabuse, the Gambler;nan;Fritz Lang;['Crime', 'Thriller'];No spoken language;3.96;271
Mum & Dad;nan;Steven Sheil;['Thriller', 'Horror'];English;2.88;84
Sharknado 3: Oh Hell No!;nan;Anthony C. Ferrante;['TV Movie', 'Comedy', 'Horror', 'Science Fiction', 'Action'];English;2.04;88
Night of the Creeps;nan;Fred Dekker;['Science Fiction', 'Horror', 'Comedy'];English;3.5;88
Island of the Dead;nan;Tim Southam;['Thriller', 'Horror'];English;2.59;91
Death Bed: The Bed That Eats;nan;George Barry;['Horror', 'Comedy', 'Fantasy'];English;2.69;77
Castle Freak;nan;Stuart Gordon;['Drama', 'Horror', 'Thriller', 'Mystery'];English;3.11;90
Sharknado;nan;Anthony C. Ferrante;['Action', 'Comedy', 'Science Fiction', 'Horror', 'TV Movie'];English;1.75;86
The Boogens;nan;James L. Conway;['Horror'];English;2.84;95
Twixt;nan;Francis Ford Coppola;['Horror', 'Fantasy', 'Mystery'];English;2.73;88
Tomcats;nan;Gregory Poirier;['Comedy', 'Romance'];English;2.21;95
Atlas;nan;Roger Corman;['Fantasy', 'Adventure', 'Action'];English;nan;79
The Atomic Kid;nan;Leslie H. Martinson;['Comedy', 'Science Fiction'];English;nan;86
Attack of the Mayan Mummy;nan;Rafael Portillo, Jerry Warren;['Horror'];English;nan;77
Atlantis: The Lost Continent;nan;George Pal;['Fantasy', 'Adventure'];English;2.96;90
The Atomic Cafe;nan;Jayne Loader, Pierce Rafferty;['Documentary', 'History'];English;3.81;86
Attack of the Giant Leeches;nan;Bernard L. Kowalski;['Science Fiction', 'Horror'];English;2.12;62
The Atomic Submarine;nan;Spencer Gordon Bennet;['Thriller', 'Science Fiction'];English;2.73;72
Monstrosity;nan;Joseph V. Mascelli;['Science Fiction', 'Horror'];English;2.12;65
Asylum of Satan;nan;William Girdler;['Horror'];English;2.95;80
Atom Age Vampire;nan;Anton Giulio Majano;['Horror'];Italian;2.44;107
Timeslip;nan;Ken Hughes;['Science Fiction'];English;nan;93
Atlas Against the Cyclops;nan;Antonio Leonviola;['Fantasy', 'Adventure'];Italian;nan;95
Asylum;nan;Roy Ward Baker;['Horror'];English;3.26;88
Senso;nan;Luchino Visconti;['Romance', 'Drama', 'War'];Italian;3.76;123
The Town That Dreaded Sundown;nan;Charles B. Pierce;['Horror', 'Mystery', 'Thriller', 'Crime'];English;2.92;86
All About Lily Chou-Chou;nan;Shunji Iwai;['Crime', 'Drama'];Japanese;4.18;146
Pusher III;nan;Nicolas Winding Refn;['Crime', 'Thriller', 'Action'];Danish;3.84;108
Dead Man's Letters;nan;Konstantin Lopushansky;['Drama', 'Science Fiction'];Russian;4.12;83
Koyaanisqatsi;nan;Godfrey Reggio;['Documentary', 'Drama'];No spoken language;4.31;86
Computer Chess;nan;Andrew Bujalski;['Comedy'];English;3.49;91
Planet Earth;nan;Alastair Fothergill;['Documentary'];English;4.61;538
The Mummy;nan;Karl Freund;['Fantasy', 'Horror'];English;3.28;73
Aningaaq;nan;Jonás Cuarón;['Drama'];English;3.33;7
Secret Sunshine;nan;Lee Chang-dong;['Drama'];Korean;4.08;143
Summertime;nan;David Lean;['Drama', 'Romance'];English;3.65;100
A Place in the Sun;nan;George Stevens;['Romance', 'Drama', 'Crime'];English;3.93;122
Samaritan Girl;nan;Kim Ki-duk;['Drama'];Korean;3.55;96
Autumn Sonata;nan;Ingmar Bergman;['Drama'];Swedish;4.48;93
Street of Shame;nan;Kenji Mizoguchi;['Drama'];Japanese;4.13;87
Manakamana;nan;Stephanie Spray, Pacho Velez;['Documentary'];Nepali;3.74;118
Moebius;nan;Kim Ki-duk;['Drama'];Korean;3.28;89
Dream;nan;Kim Ki-duk;['Drama', 'Romance', 'Fantasy', 'Mystery'];Korean;3.39;95
The Burmese Harp;nan;Kon Ichikawa;['War', 'Drama'];Japanese;4.12;117
Surviving Life (Theory and Practice);nan;Jan Švankmajer;['Comedy', 'Fantasy', 'Drama', 'Animation'];Czech;3.85;105
